,address,city,state,zip,fld_zone,zone_subty,x,y,geocoder
22452,13 ELMWOOD DR,KANKAKEE,IL,60901,AE,nan,-87.827015,41.08849,geocodio
22498,539 JAMES CT UNIT B,GLENDALE HEIGHTS,IL,60139,AE,nan,-88.064966,41.905137,geocodio
22526,15 N WILBUR AVE,FREEPORT,IL,61032,AE,FLOODWAY,-89.60995099999998,42.301772,geocodio
22588,3219 W 135TH ST,ROBBINS,IL,60472,AE,nan,-87.699826,41.647665,geocodio
22589,44 MARQUETTE RD,MACHESNEY PARK,IL,61115,AE,nan,-89.06712899999998,42.346489,geocodio
22593,2708 HAWTHORNE ST,FRANKLIN PARK,IL,60131,AE,nan,-87.871892,41.927576,geocodio
22720,341 166TH ST,CALUMET CITY,IL,60409,AE,FLOODWAY,-87.53397699999998,41.587703,geocodio
22786,900 S. RIVER RD. APT. 5C,DES PLAINES,IL,60016,AE,nan,-87.883127,42.037156,geocodio
22790,224 RICE AVE,BELLWOOD,IL,60104,AE,nan,-87.875117,41.888117,geocodio
22914,1694 SHIRLEY DR,CALUMET CITY,IL,60409,AE,nan,-87.526791,41.583358,geocodio
22928,1507 BIRCH ST,HOLIDAY HILLS,IL,60051,AE,nan,-88.22655299999998,42.293243,geocodio
22957,17328 WENTWORTH AVE,LANSING,IL,60438,AE,nan,-87.530298,41.580233,geocodio
23159,6822 W 96TH ST,OAK LAWN,IL,60453,A,nan,-87.79053299999998,41.717794,geocodio
23165,3011 N 15270E RD,MOMENCE,IL,60954,AE,FLOODWAY,-87.58359,41.160015,geocodio
23227,3101 ADAMS ST,BELLWOOD,IL,60104,AE,nan,-87.870886,41.875638,geocodio
23230,1908 BELDEN ST,ROCKFORD,IL,61101,AE,nan,-89.11149,42.292492,geocodio
23264,2641 WESTBROOK DR,FRANKLIN PARK,IL,60131,AE,FLOODWAY,-87.872387,41.927233,geocodio
23357,31 166TH ST,CALUMET CITY,IL,60409,AE,nan,-87.526824,41.588117,geocodio
23361,4747 ARLINGTON ST,LOVES PARK,IL,61111,AE,FLOODWAY,-89.06004699999998,42.29945,geocodio
23429,1016 30TH AVE,BELLWOOD,IL,60104,AE,nan,-87.86958699999998,41.874265,geocodio
23432,1011 CHARLESWORTH AVE,JOLIET,IL,60432,AE,nan,-88.06304299999998,41.54335,geocodio
23479,12070 GRANGE HALL RD,BELVIDERE,IL,61008,A,nan,-88.794077,42.329373,geocodio
23491,3324 MONTROSE AVE,ROCKFORD,IL,61101,AE,nan,-89.11032,42.293607,geocodio
23662,1102 MANCHESTER AVE,WESTCHESTER,IL,60154,AE,nan,-87.870553,41.865262,geocodio
23689,626 N PAGE ST,MARENGO,IL,60152,AE,FLOODWAY,-88.60509399999998,42.255836,geocodio
23774,116 GILBERT TERRACE,MACHESNEY PARK,IL,61115,AE,nan,-89.066434,42.343483,geocodio
23796,141 RICE AVE,BELLWOOD,IL,60104,AE,nan,-87.87460799999998,41.889536,geocodio
23799,3221 JACKSON ST,BELLWOOD,IL,60104,AE,nan,-87.87291299999998,41.874651,geocodio
23893,14506 LAWNDALE AVE,MIDLOTHIAN,IL,60445,AH,nan,-87.710839,41.629044,geocodio
24144,4927 48TH ST,MOLINE,IL,61265,AE,nan,-90.467613,41.464934,geocodio
24209,984 CRABAPPLE DR UNIT 4-202,PROSPECT HEIGHTS,IL,60070,AE,nan,-87.88986199999998,42.105007,geocodio
24269,236 EDGEBROOK RD,WOOD DALE,IL,60191,AE,FLOODWAY,-87.98317799999998,41.961508,geocodio
24295,17318 BURR OAK LN,HAZEL CREST,IL,60429,A,nan,-87.697883,41.573645,geocodio
24355,14843 KARLOV AVE,MIDLOTHIAN,IL,60445,AE,nan,-87.719772,41.622412,geocodio
24370,8811 ROBIN DRIVE UNIT C,DES PLAINES,IL,60016,AE,FLOODWAY,-87.852897,42.040062,geocodio
24591,23429 N SNUFF VALLEY RD,CARY,IL,60013,AE,nan,-88.197379,42.204568,geocodio
24667,4633 SCARLET OAK DR,ROCKFORD,IL,61109,A,nan,-89.05452599999998,42.214302,geocodio
24670,407 JACKSON ST,HILLSDALE,IL,61257,AE,FLOODWAY,-90.171413,41.60756,geocodio
24735,2120 RUBY ST,MELROSE PARK,IL,60164,AE,nan,-87.86973299999998,41.917493,geocodio
24764,27833 W ANCHORAGE LANE,FOX LAKE,IL,60020,AE,nan,-88.175702,42.379782,geocodio
24800,403 W WATER ST,KANKAKEE,IL,60901,AE,FLOODWAY,-87.87214899999998,41.112443,geocodio
24900,37342 N DELANY RD,GURNEE,IL,60031,AE,FLOODWAY,-87.904605,42.405117,geocodio
24977,170 S LAUREL RD,KANKAKEE,IL,60901,AE,nan,-87.75268199999998,41.118515,geocodio
24991,4628 50TH ST,MOLINE,IL,61265,AE,nan,-90.467916,41.467753,geocodio
25065,13349 S KILDARE AVE,ROBBINS,IL,60472,A,nan,-87.725843,41.649798,geocodio
25132,12 167TH PL,CALUMET CITY,IL,60409,AE,nan,-87.52614,41.585838,geocodio
25178,3294 SERPENTINE DR,MOMENCE,IL,60954,AE,FLOODWAY,-87.56153,41.168628,geocodio
25299,719 UMI ST APT C,HONOLULU,HI,96819,AE,FLOODWAY,-157.882599,21.333294,geocodio
25378,715 N PARK ST,LEBANON,IN,46052,AE,FLOODWAY,-86.46475499999998,40.053312,geocodio
25397,4030 ARCADIA ST,INDIANAPOLIS,IN,46222,AE,nan,-86.229815,39.813157,geocodio
25422,2532 CLE ELUM DR,FORT WAYNE,IN,46809,AE,nan,-85.169538,41.032741,geocodio
25510,3421 BYRKIT ST,INDIANAPOLIS,IN,46217,AE,nan,-86.21644999999998,39.690162,geocodio
25568,231 E. FOX ST.,SOUTH BEND,IN,46613,AE,FLOODWAY,-86.246447,41.651907,geocodio
25570,3626 BEASLEY DRIVE,INDIANAPOLIS,IN,46222,AE,nan,-86.238389,39.82125,geocodio
25609,3338 S RYBOLT AVE,INDIANAPOLIS,IN,46221,AE,nan,-86.23233899999998,39.713676,geocodio
25713,6510 REDLAND WAY,INDIANAPOLIS,IN,46217,AE,nan,-86.21107399999998,39.670692,geocodio
25846,2851 E 67TH STREET,INDIANAPOLIS,IN,46220,AE,nan,-86.11362599999998,39.878858,geocodio
25904,2945 FOLTZ ST,INDIANAPOLIS,IN,46241,AE,nan,-86.229607,39.721052,geocodio
26097,327 W RIVERSIDE DR,KNOX,IN,46534,A,nan,-86.628185,41.302157,geocodio
26174,2479 S LAKE SHARON RD,WARSAW,IN,46580,A,nan,-85.79448999999998,41.199787,geocodio
26440,3933 STATE RD 68 E,TENNYSON,IN,47637,A,nan,-87.17994199999998,38.204948,geocodio
26464,4525 W 34TH ST,INDIANAPOLIS,IN,46222,AE,nan,-86.237325,39.816395,geocodio
26484,1029 S TAFT AVE,INDIANAPOLIS,IN,46241,AE,nan,-86.23537799999998,39.752378,geocodio
26790,4132 VANDALIA AVE,INDIANAPOLIS,IN,46241,AE,nan,-86.232496,39.752216,geocodio
27248,2446 S RYBOLT AVE,INDIANAPOLIS,IN,46241,AE,nan,-86.232484,39.729877,geocodio
27262,171E LAKEVIEW DR,WAWAKA,IN,46794,AE,nan,-85.420247,41.491575,geocodio
27315,3115 S STONE RD,MARION,IN,46953,A,nan,-85.624549,40.531657,geocodio
27398,12155 SYCAMORE DR,INDIANAPOLIS,IN,46236,A,nan,-85.950064,39.88542,geocodio
27453,8718 S PLEASURE VALLEY RD,WALDRON,IN,46182,A,nan,-85.71115399999998,39.398127,geocodio
27470,5331 SANDHURST DRI,INDIANAPOLIS,IN,46217,AE,nan,-86.218658,39.687252,geocodio
27848,1602 N E STREET,ELWOOD,IN,46036,AE,nan,-85.839943,40.281744,geocodio
27988,422 SOUTH WEST ST,TIPTON,IN,46072,AE,nan,-86.042849,40.277691,geocodio
28016,306 LINNWOOD AVE,SELLERSBURG,IN,47172,AE,nan,-85.750945,38.390853,geocodio
28031,15 S VINE ST,INDIANAPOLIS,IN,46241,AE,nan,-86.23756199999998,39.763961,geocodio
28049,67 SALT CREEK RD,NASHVILLE,IN,47448,AE,nan,-86.20184999999998,39.195751,geocodio
28068,1161 GRACE STREET,TAYLORSVILLE,IN,47280,AE,nan,-85.94629299999998,39.290721,geocodio
28070,415 N CHERRY WOOD LN,MUNCIE,IN,47304,AE,FLOODWAY,-85.46291999999998,40.195503,geocodio
28222,103 OAK ST,ELLIOTT,IA,51532,AE,nan,-95.16675,41.150652,geocodio
28262,312 BROADWAY ST,NICHOLS,IA,52766,AE,nan,-91.306321,41.480571,geocodio
28267,2300 CLEVELAND ST,CLINTON,IA,52732,AE,nan,-90.183432,41.871564,geocodio
28289,2618 CRESTVIEW DR,BETTENDORF,IA,52722,AE,nan,-90.516757,41.549413,geocodio
28293,1004 S OHIO AVE,DAVENPORT,IA,52802,AE,nan,-90.625743,41.508091,geocodio
28326,206 E GRIMES ST,RED OAK,IA,51566,AE,FLOODWAY,-95.229651,41.007055,geocodio
28352,1127 S MICHIGAN AVE,DAVENPORT,IA,52802,AE,nan,-90.626756,41.50687,geocodio
28360,104 GARFIELD ST,LADORA,IA,52251,A,nan,-92.191371,41.752933,geocodio
28382,320 COLUMBIA ST,WATERLOO,IA,50703,AE,nan,-92.342392,42.509028,geocodio
28517,201 7TH ST,GRISWOLD,IA,51535,AH,nan,-95.146522,41.231098,geocodio
28518,214 LYNN ST,SILVER CITY,IA,51571,A,nan,-95.634689,41.110951,geocodio
28530,3116 ORCHARD AVE,DAVENPORT,IA,52802,AE,nan,-90.621186,41.505732,geocodio
28550,1326 MAIN ST,NEW HARTFORD,IA,50660,AE,nan,-92.629434,42.567093,geocodio
28728,9389 SUNSET TERRACE,CLIVE,IA,50325,AE,nan,-93.747212,41.606444,geocodio
28778,7005 NE 142ND AVE,MAXWELL,IA,50161,A,nan,-93.46805800000001,41.819738,geocodio
28842,2405 SW 25TH DR,TOPEKA,KS,66611,AE,FLOODWAY,-95.706855,39.024614,geocodio
28865,649 HARDING ST,WICHITA,KS,67208,AH,nan,-97.278411,37.696415,geocodio
28936,211 S ROOSEVELT AVE,LIBERAL,KS,67901,AE,nan,-100.933636,37.036267,geocodio
28960,11657 E MAIN RD,DODGE CITY,KS,67801,AE,nan,-99.921536,37.715634,geocodio
28975,243 TURKLE AVE,HAYSVILLE,KS,67060,AE,nan,-97.353088,37.561953,geocodio
29136,1529 SW 24TH ST,TOPEKA,KS,66611,AE,FLOODWAY,-95.698865,39.025242,geocodio
29203,901 N MURRAY ST,WICHITA,KS,67212,AE,nan,-97.45121,37.698515,geocodio
29241,513 PINE ST,ROSSVILLE,KS,66533,AE,nan,-95.955182,39.136196,geocodio
29359,336 WALNUT ST,ROSSVILLE,KS,66533,AE,nan,-95.955874,39.139145,geocodio
29419,707 N SPRUCE ST,WICHITA,KS,67214,AE,FLOODWAY,-97.30964100000001,37.697007,geocodio
29487,1733 SE QUINCY ST,TOPEKA,KS,66612,AE,nan,-95.678056,39.035749,geocodio
29569,3 N BURR ST,NICKERSON,KS,67561,AE,nan,-98.0844,38.148209,geocodio
29751,11292 RIVER RD,DODGE CITY,KS,67801,AE,nan,-99.933266,37.722834,geocodio
30749,22350 171ST ST,BASEHOR,KS,66007,A,nan,-94.975031,39.177877,geocodio
30840,4118 VILLAGE 4,CAMARILLO,CA,93012,AO,nan,-118.994357,34.21975,geocodio
30846,23124 VILLAGE 23,CAMARILLO,CA,93012,AO,nan,-118.988198,34.220949,geocodio
30877,15121 VILLAGE 15,CAMARILLO,CA,93012,AE,nan,-118.98578,34.223554,geocodio
31081,4677 N STONE RD,BETHEL ISLAND,CA,94511,AE,nan,-121.61036600000001,38.017621,geocodio
31109,1870 RIO VISTA DR,PARIS,KY,40361,AE,nan,-84.269262,38.209851,geocodio
31162,27 KENNER ST,LUDLOW,KY,41016,AE,nan,-84.550635,39.094741,geocodio
31248,8107 ATLANTA PKWY,LOUISVILLE,KY,40214,AE,nan,-85.767318,38.132878,geocodio
31252,8319 WOODSMAN CT,LOUISVILLE,KY,40219,AE,nan,-85.69909599999998,38.130226,geocodio
31289,124 WEST 4TH STREET,SILVER GROVE,KY,41085,AE,nan,-84.39323,39.033068,geocodio
31440,90 WINNS SECOND ST,PIKEVILLE,KY,41501,AE,nan,-82.45685299999998,37.54816,geocodio
31449,109 BRIDGE AVE,BEREA,KY,40403,AE,nan,-84.281891,37.56875,geocodio
31463,574 TECUMSEH DR,SHEPHERDSVILLE,KY,40165,AE,nan,-85.734181,37.982823,geocodio
31565,518 LISBON DR,OWENSBORO,KY,42303,AE,nan,-87.10397,37.742865,geocodio
31580,546 JUDY LN,LEXINGTON,KY,40505,AE,nan,-84.455561,38.080634,geocodio
31607,317 S 21ST ST,MIDDLESBORO,KY,40965,AE,nan,-83.71534599999998,36.604593,geocodio
31677,4524 VIRGINIA AVE,COVINGTON,KY,41015,AE,nan,-84.490539,39.036967,geocodio
31683,577 SHOTGUN HOLLOW,FRENCHBURG,KY,40322,A,nan,-83.659221,37.96361,geocodio
31693,757 W BLUE LICK RD,SHEPHERDSVILLE,KY,40165,AE,nan,-85.72211799999998,38.002388,geocodio
31697,4701 DOHN RD,LOUISVILLE,KY,40216,AE,nan,-85.83283799999998,38.1785,geocodio
31721,1108 VINEWOOD RD,LOUISVILLE,KY,40219,AE,nan,-85.70462,38.165952,geocodio
31755,249 SAINT CLARE ST,ELIZABETHTOWN,KY,42701,A,nan,-85.77379,37.784554,geocodio
31756,414 EXETER AVENUE,MIDDLESBORO,KY,40965,AE,nan,-83.719862,36.60352,geocodio
31805,4834 WESTSIDE DR,LOUISVILLE,KY,40219,AE,nan,-85.705403,38.165307,geocodio
31841,8610 OGLESBY COURT,FAIRDALE,KY,40118,AE,nan,-85.757542,38.123708,geocodio
31883,6807 KENTUCKY AVE,LOUISVILLE,KY,40258,AE,nan,-85.84761,38.15267,geocodio
31885,301 E 1ST ST,SILVER GROVE,KY,41085,AE,nan,-84.385734,39.034172,geocodio
31888,642 HIGDON RD,OWENSBORO,KY,42303,AE,nan,-87.105315,37.727167,geocodio
31911,59 CORNETT STREET,HARLAN,KY,40831,AE,nan,-83.338451,36.813022,geocodio
31919,35 META LN,PIKEVILLE,KY,41501,AE,nan,-82.43787299999998,37.570954,geocodio
31946,210 W THIRD ST,SILVER GROVE,KY,41085,AE,nan,-84.393375,39.034171,geocodio
31966,2001 LYNN LEA RD,LOUISVILLE,KY,40216,AE,nan,-85.826774,38.181274,geocodio
32005,14230 HARBOUR PL,PROSPECT,KY,40059,AE,nan,-85.612384,38.418832,geocodio
32028,2124 LOVELL DR,OWENSBORO,KY,42301,AE,nan,-87.138779,37.731013,geocodio
32111,110 W MOSS AVE,EARLINGTON,KY,42410,AE,FLOODWAY,-87.511759,37.271034,geocodio
32180,4015 BRENTWOOD DR,OWENSBORO,KY,42301,AE,nan,-87.13244299999998,37.732551,geocodio
32184,1121 BOYD ST,PAINTSVILLE,KY,41240,AE,nan,-82.794196,37.811363,geocodio
32206,4011 LOMOND DRIVE,LOUISVILLE,KY,40216,AE,nan,-85.821551,38.193756,geocodio
32270,153 CHAPLIN RD,BLOOMFIELD,KY,40008,AE,nan,-85.313732,37.911626,geocodio
32299,39 E PINE ST,NORTONVILLE,KY,42442,AE,nan,-87.452151,37.188505,geocodio
32301,25 CUB CT,EAST POINT,KY,41216,AE,FLOODWAY,-82.807888,37.736495,geocodio
32320,1205 SOUTH ST,WEST POINT,KY,40177,A,nan,-85.954409,37.995869,geocodio
32323,10 SHELBY ST,BROMLEY,KY,41016,AE,nan,-84.559814,39.083645,geocodio
32351,4910 DELAWARE DR,LOUISVILLE,KY,40218,AE,nan,-85.666916,38.189397,geocodio
32368,118 MCCOY ST,EVARTS,KY,40828,AE,nan,-83.18823,36.863194,geocodio
32388,309 BARKLEY ST,FALMOUTH,KY,41040,AE,nan,-84.33947999999998,38.679303,geocodio
32389,9037 AUBREY RD,MACEO,KY,42355,AE,nan,-86.99732899999998,37.862844,geocodio
32435,75 PINE TREE LANE,INEZ,KY,41224,A,nan,-82.506136,37.814956,geocodio
32463,4300 RONDA AVE,LOUISVILLE,KY,40216,AE,nan,-85.828356,38.187883,geocodio
32552,2059 OLD MADISONVILLE RD,HENDERSON,KY,42420,AE,nan,-87.588842,37.800711,geocodio
32613,1914 POWELL ST,HENDERSON,KY,42420,AE,nan,-87.571442,37.823942,geocodio
32688,5176 STEPHAN DRIVE,LOUISVILLE,KY,40258,AE,nan,-85.854191,38.127089,geocodio
32741,203 OAK ST,SILVER GROVE,KY,41085,AE,nan,-84.39265,39.035194,geocodio
32752,426 SOMERSET ST,LUDLOW,KY,41016,AE,nan,-84.551832,39.094326,geocodio
32759,315 6TH ST,LEWISPORT,KY,42351,AE,nan,-86.90513099999998,37.93569,geocodio
32771,111 WINONA COURT,HOPKINSVILLE,KY,42240,AE,nan,-87.525084,36.849105,geocodio
32811,225 E ELM STREET,CLAY,KY,42404,A,nan,-87.817452,37.473308,geocodio
32871,4040 YATES DR,OWENSBORO,KY,42301,AE,nan,-87.147523,37.72825,geocodio
32912,4119 HAWTHORNE DR,OWENSBORO,KY,42303,AE,nan,-87.11717,37.730261,geocodio
33028,33 GRIGSBY LN,COXS CREEK,KY,40013,A,nan,-85.488286,37.985314,geocodio
33032,111 WALNUT ST,EVARTS,KY,40828,AE,nan,-83.19112,36.870047,geocodio
33041,383 TYGART ST,OLIVE HILL,KY,41164,AE,FLOODWAY,-83.174727,38.299434,geocodio
33119,2307 JEFFERSON AVE,HARVEY,LA,70058,AE,nan,-90.05775,29.876902,geocodio
33122,3024 SHERWOOD DR,LA PLACE,LA,70068,AE,nan,-90.469,30.091814,geocodio
33130,1337 THEARD ST,GRETNA,LA,70053,AE,nan,-90.044489,29.925669,geocodio
33137,2500 MANSON AVE #411 411,METAIRIE,LA,70001,AE,nan,-90.174954,29.997559,geocodio
33140,13406 E SHAMROCK AVE,BATON ROUGE,LA,70814,AE,nan,-91.037588,30.496419,geocodio
33150,113 BISHOP DR,AVONDALE,LA,70094,AE,nan,-90.216596,29.912076,geocodio
33165,2825 CONCORDIA DR,LA PLACE,LA,70068,AE,nan,-90.471986,30.091457,geocodio
33168,2129 STUMPF BLVD,GRETNA,LA,70056,AE,nan,-90.02523999999998,29.90952,geocodio
33170,5134 FOREST PARK LN,NEW ORLEANS,LA,70131,AE,nan,-90.00030099999998,29.8982,geocodio
33172,408 E BUTTERFLY CIR,TERRYTOWN,LA,70056,AE,nan,-90.027089,29.912456,geocodio
33178,4625 LORRAINE ST,BATON ROUGE,LA,70805,AE,nan,-91.143653,30.496815,geocodio
33179,6017 PAINTERS ST,NEW ORLEANS,LA,70122,AE,nan,-90.05269699999998,30.020762,geocodio
33188,9626 W DARRYL PKWY,BATON ROUGE,LA,70815,AE,nan,-91.078473,30.470337,geocodio
33192,2921 YORKTOWNE DR,LA PLACE,LA,70068,AE,nan,-90.472897,30.092873,geocodio
33194,1109-1111 27TH ST,KENNER,LA,70062,AE,nan,-90.253188,30.003947,geocodio
33201,4361 BEECH ST,BATON ROUGE,LA,70805,AE,nan,-91.146201,30.495813,geocodio
33202,9451 EGAN HWY,CROWLEY,LA,70526,A,nan,-92.392639,30.236349,geocodio
33220,3159 WINNIPEG DR,BATON ROUGE,LA,70819,AE,nan,-91.003545,30.480637,geocodio
33226,16511 WEBSTER DR,BATON ROUGE,LA,70819,AE,nan,-91.00543200000001,30.475639,geocodio
33241,16489 WEBSTER DR,BATON ROUGE,LA,70819,AE,nan,-91.005628,30.475632,geocodio
33245,5625 GUICE DR,BATON ROUGE,LA,70811,AE,nan,-91.134944,30.548051,geocodio
33246,1108 FRISCOVILLE AVE,ARABI,LA,70032,AE,nan,-90.00190999999998,29.956873,geocodio
33254,15 SONORA CT,LA PLACE,LA,70068,AE,nan,-90.461524,30.089851,geocodio
33258,4000 UTAH ST,NEW ORLEANS,LA,70114,AE,nan,-90.02679899999998,29.915783,geocodio
33277,16247 HAMILTON AVE,BATON ROUGE,LA,70819,AE,nan,-91.0072,30.481887,geocodio
33281,2405 HARING RD,METAIRIE,LA,70001,AE,nan,-90.196649,29.997289,geocodio
33286,8831 STROELITZ ST,NEW ORLEANS,LA,70118,AE,nan,-90.116956,29.970559,geocodio
33294,5454 LEMONWOOD DR,BATON ROUGE,LA,70805,AE,nan,-91.146851,30.499088,geocodio
33296,3309 CALIFORNIA AVE,KENNER,LA,70065,AE,nan,-90.244761,30.017003,geocodio
33304,7820 MONETTE ST,METAIRIE,LA,70003,AE,nan,-90.223273,29.976218,geocodio
33306,2617 ENGLISH COLONY DR,LA PLACE,LA,70068,AE,nan,-90.472306,30.086172,geocodio
33313,365 ANDRES RD LOT 6,SCOTT,LA,70583,AE,nan,-92.127286,30.245887,geocodio
33321,9 WHITNEY AVE #N,HARVEY,LA,70058,AE,nan,-90.04458099999998,29.882423,geocodio
33325,1708 DONNA DR,FRANKLIN,LA,70538,AE,nan,-91.518335,29.793366,geocodio
33330,1050 SOSTHENE GUILBEAU RD,BREAUX BRIDGE,LA,70517,AE,nan,-91.798444,30.35288,geocodio
33336,26207 BLACK LAKE CLUB RD,MAUREPAS,LA,70449,AE,nan,-90.646182,30.263155,geocodio
33341,2913 SHERWOOD DR,LA PLACE,LA,70068,AE,nan,-90.470449,30.090716,geocodio
33342,6034 MUSIC ST,NEW ORLEANS,LA,70122,AE,nan,-90.05528599999998,30.021013,geocodio
33344,752 GARDENIA ST,LA PLACE,LA,70068,AE,nan,-90.51670600000001,30.092863,geocodio
33349,637 BIGLER ST,FRANKLIN,LA,70538,AO,nan,-91.508656,29.800953,geocodio
33353,2921 CONCORDIA DR,LA PLACE,LA,70068,AE,nan,-90.471518,30.092171,geocodio
33361,467 SEVENTH AVE,KROTZ SPRINGS,LA,70750,AE,nan,-91.754495,30.533708,geocodio
33362,2500 OKLAHOMA DR,MARRERO,LA,70072,AE,nan,-90.105045,29.846143,geocodio
33379,3204 KIM DR,ERATH,LA,70533,VE,nan,-92.022854,29.9531,geocodio
33390,141 SHADY GROVE DR,PATTERSON,LA,70392,AE,nan,-91.318775,29.696183,geocodio
33417,4233 W LOYOLA DR,KENNER,LA,70065,AE,nan,-90.272264,30.042139,geocodio
33427,1050-G SOSTHENE GUILBEAU RD,BREAUX BRIDGE,LA,70517,AE,nan,-91.798951,30.352342,geocodio
33428,19122 W LIBERTY FARM RD,ABBEVILLE,LA,70510,AE,nan,-92.293872,29.937123,geocodio
33432,658 HOLMES BLVD,GRETNA,LA,70056,AE,nan,-90.015527,29.902641,geocodio
33433,201 CORETTA DR,AVONDALE,LA,70094,AE,nan,-90.214441,29.91401,geocodio
33437,1048 DENNIS DR,SAINT MARTINVILLE,LA,70582,A,nan,-91.846386,30.130217,geocodio
33444,2544 PRITCHARD RD,MARRERO,LA,70072,AE,nan,-90.106244,29.847353,geocodio
33450,824 N SIBLEY ST,METAIRIE,LA,70003,AE,nan,-90.22947300000001,29.987374,geocodio
33459,2609-2611 AUGUSTA ST,KENNER,LA,70062,AE,nan,-90.254688,30.002355,geocodio
33474,1269 ASHBOURNE DR,BATON ROUGE,LA,70815,AE,nan,-91.055996,30.445001,geocodio
33480,3562 SOMERSET DR,NEW ORLEANS,LA,70131,AE,nan,-90.002148,29.916886,geocodio
33481,504 MANNING DR,FRANKLINTON,LA,70438,AE,nan,-90.154198,30.835607,geocodio
33490,3561 RUE DELPHINE,NEW ORLEANS,LA,70131,AE,nan,-90.000753,29.916253,geocodio
33503,35825 HOMER GRAHAM RD,WALKER,LA,70785,A,nan,-90.856311,30.587338,geocodio
33505,12884 MULBERRY DR,DENHAM SPRINGS,LA,70726,AE,nan,-90.874361,30.441968,geocodio
33508,3835 SHERWOOD ST,BATON ROUGE,LA,70805,AE,nan,-91.150838,30.490265,geocodio
33509,4138 THALIA ST,NEW ORLEANS,LA,70125,AE,nan,-90.100344,29.953954,geocodio
33520,4085 SYCAMORE ST,BATON ROUGE,LA,70805,AE,nan,-91.148769,30.4949,geocodio
33532,409 RYNELLA RD,NEW IBERIA,LA,70560,AE,nan,-91.885354,29.944849,geocodio
33545,38066 FALCONWOOD DR,DENHAM SPRINGS,LA,70706,A,nan,-90.899554,30.618111,geocodio
33551,1804 JOAN DR,FRANKLIN,LA,70538,AE,nan,-91.518841,29.79158,geocodio
33552,3608 MEADOW PARK LN,NEW ORLEANS,LA,70131,AE,nan,-89.99769999999998,29.898987,geocodio
33557,12823 NED LN,ERATH,LA,70533,AE,nan,-92.005324,29.967114,geocodio
33562,3209 HERO DR,GRETNA,LA,70053,AE,nan,-90.05021399999998,29.888998,geocodio
33563,3128 ACRON ST,KENNER,LA,70065,AE,nan,-90.257949,30.01215,geocodio
33565,107 WINDCREEK LN,YOUNGSVILLE,LA,70592,A,nan,-92.00844,30.119864,geocodio
33566,1057 JACK DWYER RD,SAINT MARTINVILLE,LA,70582,A,nan,-91.872968,30.183206,geocodio
33571,3701 MARTINIQUE AVE,KENNER,LA,70065,AE,nan,-90.236801,30.023698,geocodio
33576,7432 CALLAHAN DR,DENHAM SPRINGS,LA,70726,AE,FLOODWAY,-90.964206,30.506348,geocodio
33586,8075 NELSON RD,LAKE CHARLES,LA,70605,AE,nan,-93.248718,30.112077,geocodio
33587,11504 DAVIE RD,ABBEVILLE,LA,70510,AE,nan,-92.167661,30.002495,geocodio
33597,105 BARON DR,LAFAYETTE,LA,70501,AE,nan,-91.974793,30.239816,geocodio
33603,1438 S WILSON AVE,METAIRIE,LA,70003,AE,nan,-90.22041100000001,29.97736,geocodio
33613,42053 J R ESTATES DR,GONZALES,LA,70737,AE,nan,-90.902007,30.204101,geocodio
33628,12832 CANTERBURY DR,BATON ROUGE,LA,70814,AE,nan,-91.043345,30.494258,geocodio
33630,6412 ASHER ST,METAIRIE,LA,70003,AE,nan,-90.214687,30.01262,geocodio
33635,425 W JOHNSON ST,BATON ROUGE,LA,70802,AE,nan,-91.181783,30.42428,geocodio
33639,2131 BECNEL ST,FRANKLIN,LA,70538,AE,nan,-91.527739,29.795852,geocodio
33652,17179 LA HIGHWAY 42,LIVINGSTON,LA,70754,AE,nan,-90.798596,30.336669,geocodio
33653,192 RIVER OAKS CT,LA PLACE,LA,70068,AE,nan,-90.480538,30.093256,geocodio
33661,100 LAURELWOOD DR,LAFAYETTE,LA,70501,AE,nan,-91.971575,30.238754,geocodio
33663,1181 WILFRED CHAMPAGNE RD,SAINT MARTINVILLE,LA,70582,A,nan,-91.846236,30.156481,geocodio
33664,364 ALAN LN,ABBEVILLE,LA,70510,AE,nan,-92.144195,29.99239,geocodio
33677,3212 NORTHWESTERN DR,KENNER,LA,70065,AE,nan,-90.274313,30.011786,geocodio
33684,4710 CLIO ST,NEW ORLEANS,LA,70125,AE,nan,-90.10570000000001,29.958901,geocodio
33689,16376 DELIA ST,FRENCH SETTLEMENT,LA,70733,AE,nan,-90.812755,30.321472,geocodio
33714,18507 BARNETT RD,ZACHARY,LA,70791,A,nan,-91.226755,30.637288,geocodio
33720,1706 10TH ST,LAKE CHARLES,LA,70601,A,nan,-93.197499,30.21492,geocodio
33725,536 N MARLIN CT,TERRYTOWN,LA,70056,AE,nan,-90.020246,29.905983,geocodio
33726,1924 BULLARD AVE,METAIRIE,LA,70003,AE,nan,-90.214144,29.993688,geocodio
33735,493 MIMOSA DR,WESTWEGO,LA,70094,AE,nan,-90.139146,29.906517,geocodio
33740,535 DIPLOMAT ST,GRETNA,LA,70056,AE,nan,-90.022857,29.907338,geocodio
33741,215 JOHN SMITH RD,MORSE,LA,70559,AE,nan,-92.587134,30.140033,geocodio
33745,8333 HERMITAGE DR,CHALMETTE,LA,70043,AE,nan,-89.97415499999998,29.964305,geocodio
33746,18975 LA TRACE RD,FRENCH SETTLEMENT,LA,70733,AE,nan,-90.755468,30.271448,geocodio
